Region,Site,Plant,Rep,Row,OrderGard,Unique,Biomass_g,codedup,Chemo,a_thujene,a_pinene,sabinene,b_pinene,octen_3_ol,myrcene,a_phellandrene,carene,a_terpinene,p_cymene,limonene,beta_ocimene,gama_terpinene,cis_sab_hydrate,trans_sab_hydrate,borneol,terp_4_ol,cym_8_ol,a_terpineol,nerol,isoborneol_formate,thymoquinone,geraniol,geranial,thymol,carvacrol,eugenol,caryophyllene,germ_D,total,totTC
WI,SRD,180,A,5,100,105,0.8221,180A,T,0.031,0,0,0,0.09,0.047,0.012,0.004,0.064,0.226,0.019,0,0.118,0.014,0,0,0,0,0,0,0.029,1.956,0,0,3.529,0.22,0,0,0,6.36,3.749
MT,MJS,197,A,6,101,184,0.8569,197A,T,0.169,0.026,0.013,0.008,0.086,0.167,0.026,0.009,0.2,0.798,0.066,0,0.363,0.05,0.012,0,0.006,0,0.006,0,0.012,4.506,0,0,10.313,0.804,0,0,0.011,17.648,11.117
MT,MPG,82,B,6,102,86,0.996,82B,T,0.029,0.006,0.004,0,0.031,0.049,0.007,0,0.079,0.29,0.022,0,0.125,0.032,0,0,0,0,0,0,0,3.02,0,0,5.94,0.384,0.091,0,0,10.108,6.324
WI,BEN,171,A,6,103,130,1.2985,171A,T,0.159,0.025,0.02,0.005,0.277,0.178,0.039,0.01,0.328,1.192,0.092,0.002,0.599,0.078,0.021,0.006,0.012,0,0.013,0,0.042,8.707,0,0,3.788,0.336,0,0.008,0.014,15.948,4.124
MT,MJS,66,B,6,118,51,0.216,66B,T,0.154,0.017,0.015,0.004,0.02,0.175,0.031,0.008,0.292,1.175,0.081,0,0.549,0.101,0.017,0.005,0.018,0,0.013,0,0.007,11.614,0,0,8.274,0.848,0,0,0,23.418,9.122
WI,SRD,183,B,6,104,190,1.0872,183B,T,0.02,0,0,0,0.061,0.03,0.007,0.005,0.057,0.153,0.008,0,0.189,0.006,0,0,0,0,0,0,0.011,1.097,0,0,1.151,0.034,0,0,0.009,2.838,1.185
MT,MPG,85,A,6,105,179,0.8545,85A,C,0.062,0.013,0.006,0,0.069,0.057,0.007,0,0.033,1.862,0.039,0,0.286,0.095,0.018,0,0.011,0.051,0.009,0,0.017,1.947,0,0,0.11,8.172,0,0,0,12.863,8.282
WI,SRD,179,B,6,106,167,2.2685,179B,T,0.024,0.005,0.006,0.004,0.1,0.026,0.005,0.004,0.039,0.149,0.011,0,0.062,0.012,0.003,0,0,0,0,0,0.018,1.604,0,0,1.787,0.064,0,0,0.011,3.934,1.851
WI,BOL,19,B,6,107,279,1.082,19B,T,0.025,0,0,0,0.242,0.042,0.006,0,0.078,0.288,0.013,0,0.165,0.017,0,0,0,0,0,0,0,2.693,0,0,2.14,0.189,0,0,0,5.898,2.329
WI,BOL,24,A,6,108,22,1.387,24A,T,0.098,0.017,0.012,0,0.389,0.138,0.022,0.006,0.262,0.843,0.055,0,1.076,0.056,0,0,0,0,0,0,0.068,7.378,0,0,2.856,0.155,0,0,0.01,13.437,3.011
WI,SRD,174,A,6,109,293,3.362,174A,T,0.091,0.015,0.01,0.004,0.09,0.089,0.016,0.007,0.197,0.464,0.036,0,1.183,0.036,0.006,0,0.004,0,0,0,0.051,3.355,0,0,2.686,0.179,0,0,0.013,8.532,2.865
WI,UWM,41,A,6,110,188,1.6096,41A,C,0.058,0.009,0.005,0.001,0.445,0.083,0.013,0.004,0.114,0.542,0.031,0.001,0.552,0.044,0,0,0.009,0,0,0,0.065,4.756,0,0,0.011,6.959,0.027,0,0,13.73,6.97
WI,STB,137,B,6,111,183,1.9244,137B,T,0.028,0.003,0,0,0.12,0.043,0.005,0,0.077,0.272,0.01,0,0.185,0.011,0,0,0,0,0,0,0.032,2.404,0,0,1.708,0.031,0,0,0,4.93,1.739
WI,SRD,178,B,6,112,120,1.4785,178B,T,0.057,0,0.008,0,0.18,0.067,0.012,0.008,0.103,0.389,0.026,0,0.362,0.067,0.017,0,0.007,0,0,0,0.031,5.775,0,0,7.627,0.419,0,0,0.008,15.162,8.046
WI,SDA,109,B,6,113,189,2.4883,109B,C,0.03,0.004,0,0,0.099,0.041,0.008,0,0.062,0.345,0.015,0,0.427,0.017,0,0,0,0,0,0,0.1,1.32,0,0,0,2.542,0,0,0,5.011,2.542
MT,MPG,205,B,6,114,38,0.986,205B,T,0.087,0.024,0.013,0.005,0.078,0.126,0.027,0.008,0.205,0.848,0.063,0,0.264,0.04,0.011,0,0.01,0,0,0,0,2.939,0,0,4.781,0.296,0,0,0,9.825,5.077
MT,MS,154,E,6,115,136,1.1091,154E,T,0.025,0.007,0,0,0.01,0.036,0.006,0.002,0.044,0.261,0.014,0,0.077,0.008,0,0,0,0,0,0,0,1.003,0,0,1.578,0.154,0,0,0,3.225,1.732
WI,BEN,166,B,6,116,172,1.2133,166B,T,0.044,0.012,0.012,0,0.077,0.059,0.011,0.003,0.096,0.329,0.029,0,0.487,0.011,0,0,0,0,0,0,0,1.447,0,0,2.023,0.047,0,0,0,4.687,2.07
WI,SDA,111,B,6,117,56,0.741,111B,T,0.042,0.009,0.004,0,0.2,0.057,0.012,0,0.087,0.321,0.026,0,0.159,0.027,0.013,0,0,0,0,0,0.057,2.856,0,0,5.334,0.208,0,0,0,9.413,5.542
WI,SRD,183,A,6,119,55,0.99,183A,T,0,0,0,0,0.079,0.009,0,0,0.011,2.106,0.024,0,0.08,0.029,0.008,0,0,0.046,0,0,0.119,0.247,0,0,0.175,0,0,0,0,2.932,0.175
WI,BEN,164,E,6,120,160,1.1217,164E,C,0.043,0.009,0.009,0.006,0.41,0.053,0.011,0.004,0.07,0.317,0.021,0,0.454,0.052,0.013,0,0,0,0,0,0,3.158,0,0,0.042,7.544,0,0.006,0.009,12.232,7.586
WI,SDA,114,A,7,121,122,2.1088,114A,C,0.117,0.015,0.013,0,0.279,0.161,0.022,0.007,0.201,0.76,0.066,0,1.048,0.06,0.022,0,0.005,0,0,0,0.317,3.384,0,0,0.072,13.197,0.02,0,0,19.764,13.269
WI,BEN,168,D,7,122,233,1.1947,168D,T,0.047,0.014,0.009,0,0.103,0.065,0.014,0.003,0.11,0.327,0.031,0,0.174,0.02,0,0,0,0,0,0,0,1.816,0,0,3.679,0.253,0,0,0,6.664,3.932
MT,MJS,55,A,7,123,48,0.895,55A,T,0.139,0.02,0.023,0.003,0.055,0.194,0.036,0.01,0.411,1.456,0.085,0,1.234,0.138,0.022,0,0.015,0,0.015,0,0.034,15.537,0,0,8.468,0.974,0,0,0,28.868,9.442
WI,STB,136,B,7,124,178,0.9146,136B,T,0.026,0.005,0,0,0.071,0.041,0.004,0,0.062,0.545,0.011,0,0.147,0.016,0,0,0,0,0,0,0.037,1.374,0,0,1.31,0,0,0,0,3.65,1.31
WI,SRD,179,A,7,125,209,2.2452,179A,T,0.043,0.01,0.006,0.003,0.099,0.065,0.012,0.006,0.101,0.37,0.028,0,0.261,0.022,0,0,0,0,0,0,0.029,3.176,0,0,2.256,0.112,0,0,0,6.598,2.368
WI,BEN,168,C,7,126,307,1.171,168C,T,0.079,0.015,0.005,0.003,0.113,0.099,0.018,0.007,0.141,0.45,0.052,0,0.194,0.019,0,0,0,0,0,0,0,2.526,0,0,3.421,0.181,0,0,0,7.321,3.602
WI,SDA,110,B,12,220,206,3.3577,110B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WI,BEN,168,B,12,221,278,2.774,168B,C,0.031,0.015,0,0,0.076,0.047,0.013,0.004,0.054,0.21,0.022,0,0.203,0.018,0,0,0,0,0,0,0.06,0.86,0,0,0,3.303,0,0,0.01,4.923,3.303
WI,UWM,36,B,12,222,344,0.981,36B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MT,MJS,57,B,12,223,150,0.3434,57B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WI,BOL,17,A,12,224,204,0.3102,17A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MT,MS,156,D,12,225,277,1.579,156D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MT,MS,156,A,12,226,197,0.9712,156A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MT,MS,158,D,12,227,119,1.01,158D,T,0.57,0.077,0.059,0.022,0.198,0.6,0.095,0.03,0.988,2.726,0.272,0.016,3.146,0.266,0.065,0.019,0.038,0,0.031,0,0.059,7.317,0,0,52.999,4.027,0,0,0.019,73.641,57.026
WI,SDA,206,A,12,228,157,1.2241,206A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WI,SRD,181,A,12,229,151,0.9986,181A,T,0.248,0.033,0.033,0.01,0.329,0.236,0.038,0.009,0.418,1.347,0.113,0.004,1.738,0.08,0.017,0,0.014,0,0.011,0,0.096,7.85,0,0,4.244,0.504,0,0,0.017,17.389,4.748
WI,UWM,33,B,12,230,211,0.6867,33B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WI,SDA,116,A,12,231,170,1.2542,116A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MT,BF,127,A,12,232,227,1.0115,127A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WI,STB,136,A,12,233,153,0.605,136A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MT,MS,152,E,12,234,93,0.513,152E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MT,MS,155,C,12,235,111,0.6053,155C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WI,BEN,172,C,12,236,304,2.876,172C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MT,NH,1,B,12,237,77,0.344,1B,T,0.298,0.041,0.021,0.01,0.037,0.25,0.043,0.016,0.402,1.318,0.11,0,0.688,0.129,0.028,0.009,0.017,0,0.016,0,0.014,8.788,0,0,10.797,1.093,0.054,0,0.021,24.2,11.89
WI,UWM,38,A,12,238,161,1.811,38A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MT,MJS,59,A,12,239,23,1.054,59A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WI,BEN,164,B,13,240,226,1.1591,164B,C,0.131,0.025,0.013,0.005,0.164,0.119,0.021,0.008,0.095,0.465,0.042,0.003,0.305,0.063,0.017,0.003,0.006,0,0.008,0,0.007,2.353,0,0,0.025,7.407,0.055,0.042,0.054,11.437,7.432
MT,MS,154,D,13,241,311,1.043,154D,C,0.162,0.04,0,0.012,0.012,0.041,0,0,0,0.175,1.254,0,0.614,0.277,0,0.015,0,0,0,0,0,2.382,0,0,0,27.151,0,0,0.002,32.138,27.151
MT,MPG,204,A,13,242,222,0.6679,204A,C,0.122,0.018,0.014,0.005,0.029,0.124,0.02,0.007,0.184,0.696,0.044,0.004,0.911,0.169,0.029,0.012,0.017,0,0.014,0,0.011,4.161,0,0,0.184,23.832,0.05,0,0,30.657,24.016
MT,BF,129,A,13,243,242,0.3321,129A,C,0.016,0,0,0,0.036,0.028,0,0,0.057,0.21,0.006,0,0.316,0.012,0,0,0,0,0,0,0,1.789,0,0,0,1.547,0,0,0,4.016,1.547
MT,CWN,226,A,13,244,241,0.593,226A,C,0.042,0.006,0,0,0.072,0.048,0.006,0.003,0.055,0.636,0.015,0,0.568,0.033,0.002,0,0,0.001,0,0,0.026,1.768,0,0,0.016,4.884,0,0,0,8.18,4.9
MT,NH,8,A,13,245,353,0.696,8A,T,0.265,0.028,0.028,0.008,0.192,0.26,0.028,0.002,0.39,1.996,0.099,0,0.663,0.528,0.122,0.032,0.06,0,0.043,0,0.019,28.263,0,0,32.285,3.648,0.019,0,0,68.975,35.933
MT,MS,158,E,13,246,269,0.9029,158E,T,0.035,0.006,0,0,0.014,0.05,0.006,0,0.056,0.331,0.021,0,0.154,0.042,0.002,0,0,0,0,0,0.004,2.85,0,0,6.612,0.285,0,0,0,10.468,6.897
WI,SDA,116,B,13,247,224,1.3489,116B,T,0.367,0.006,0,0,0.182,0.029,0,0,0.043,0.444,0,0,0.131,0.014,0,0,0,0,0,0,0.049,2.219,0,0,1.902,0,0,0,0,5.386,1.902
WI,BEN,169,B,13,248,17,2.319,169B,T,0.024,0.014,0.004,0.003,0.336,0.034,0.009,0.004,0.048,0.251,0.02,0,0.131,0.041,0.007,0,0.007,0,0.009,0,0.005,1.724,0,0,7.992,0.552,0,0,0.008,11.224,8.544
MT,MPG,89,B,13,249,213,0.777,89B,C,0.334,0.062,0.048,0.02,0.28,0.364,0.056,0.022,0.389,1.917,0.16,0.016,1.366,0.515,0.085,0.046,0.079,0,0.048,0,0.221,7.753,0,0,0.4,42.497,0.078,0,0.083,56.839,42.897
MT,NH,9,A,13,250,330,0.916,9A,T,0.091,0.01,0.008,0,0.012,0.123,0.021,0,0.195,0.689,0.055,0,0.244,0.047,0.011,0,0,0,0,0,0.04,5.805,0,0,5.897,0.523,0.001,0,0,13.772,6.42
WI,BEN,166,A,13,251,338,1.497,166A,T,0.122,0.021,0.025,0.008,0.21,0.163,0.026,0.007,0.314,0.74,0.067,0.009,2.856,0.095,0.018,0,0.01,0,0.009,0,0.009,4.523,0,0,5.674,0.246,0,0.021,0.037,15.21,5.92
MT,BF,125,A,13,252,331,0.424,125A,C,0.043,0.009,0.004,0.002,0.022,0.065,0.01,0.002,0.086,0.68,0.029,0,0.622,0.084,0.016,0.005,0.016,0.005,0.01,0,0.25,1.664,0,0,0.012,7.965,0,0,0,11.603,7.977
MT,MS,150,E,13,253,6,0.809,150E,T,0.026,0.004,0,0,0.014,0.04,0.007,0.003,0.063,0.181,0.02,0,0.108,0.014,0,0,0,0,0,0,0,1.866,0,0,3.902,0.296,0,0,0,6.545,4.198
WI,UWM,37,B,13,254,5,1.066,37B,C,0.096,0.012,0.012,0.004,0.212,0.094,0.012,0.006,0.096,0.591,0.036,0.004,0.384,0.089,0.017,0.004,0.009,0.001,0.008,0,0.011,2.292,0,0,0.027,13.103,0.027,0.003,0.001,17.152,13.13
WI,STB,141,B,13,255,248,0.5476,141B,T,0.012,0.004,0,0,0.138,0.02,0,0,0.023,0.12,0,0,0.071,0,0,0,0,0,0,0,0.041,2.178,0,0,3.439,0,0,0,0,6.046,3.439
WI,BEN,162,A,13,256,323,1.136,162A,C,0.05,0.017,0.013,0.004,0.067,0.071,0.012,0.006,0.086,0.298,0.03,0.004,0.54,0.029,0.009,0,0,0,0,0,0.019,1.702,0,0,0.034,3.955,0,0,0.016,6.961,3.989
MT,NH,5,B,13,257,245,0.7448,5B,T,0.148,0.029,0.029,0.005,0.122,0.155,0.023,0.001,0.282,0.622,0.061,0,0.611,0.057,0.003,0,0.008,0,0,0,0.102,4.342,0,0,5.482,0.477,0,0,0.003,12.562,5.959
MT,MJS,194,B,10,189,128,0.372,194B,T,0.084,0.017,0.008,0.007,0.011,0.082,0.013,0.004,0.104,1.553,0.045,0,0.519,0.079,0.02,0.007,0.011,0.028,0.014,0,0.012,3.345,0,0,9.093,0.714,0,0,0,15.772,9.807
WI,UWM,42,B,13,258,319,0.8003,42B,C,0.052,0.008,0.005,0.001,0.224,0.052,0.006,0.003,0.045,0.258,0.019,0.001,0.108,0.017,0.004,0,0.001,0,0.001,0,0.045,1.905,0,0,0,3.854,0.006,0.004,0,6.618,3.854
WI,SRD,180,B,13,259,320,1.0256,180B,T,0.021,0,0.003,0,0.133,0.024,0.004,0.002,0.032,0.175,0.015,0,0.07,0.02,0,0,0,0,0,0,0.036,1.734,0,0,2.821,0.147,0,0,0,5.238,2.968
MT,MJS,195,B,14,260,312,1.206,195B,T,0.233,0.039,0.026,0.015,0.01,0.264,0.037,0.015,0.409,1.783,0.126,0.007,1.263,0.219,0.038,0.015,0.03,0,0.022,0,0.026,8.249,0,0,28.672,2.179,0.01,0,0.064,43.752,30.851
MT,MS,157,B,14,261,223,0.6849,157B,T,0.109,0.024,0.021,0,0.009,0.14,0.022,0.008,0.257,0.656,0.061,0,1.415,0.065,0.01,0,0.012,0,0.005,0,0.032,6.144,0,0,4.764,0.298,0,0,0.014,14.066,5.062
MT,MS,155,D,14,262,216,0.7757,155D,T,0.098,0.021,0.013,0,0.023,0.11,0.019,0.007,0.181,0.443,0.047,0,0.396,0.035,0.005,0,0,0,0,0,0.005,3.47,0,0,6.37,0.479,0,0,0.013,11.736,6.849
WI,SDA,207,B,14,263,314,1.0456,207B,T,0.091,0.023,0.009,0.007,0.261,0.096,0.012,0.006,0.129,0.536,0.039,0,0.44,0.076,0.016,0.006,0.01,0,0.006,0,0.251,3.44,0,0,8.629,0.186,0.011,0.015,0.037,14.331,8.815
WI,UWM,39,A,7,127,182,2.2182,39A,C,0.041,0.006,0.005,0.001,0.16,0.06,0.007,0.003,0.053,0.383,0.025,0.001,0.295,0.01,0.001,0.001,0.004,0.001,0.001,0.001,0.115,1.304,0,0,0,2.419,0,0,0,4.896,2.419
WI,SDA,113,A,7,128,301,2.99,113A,T,0.072,0.013,0.009,0,0.181,0.095,0.016,0,0.159,0.447,0.04,0,0.331,0.024,0,0,0,0,0,0,0.067,3.541,0,0,2.228,0.13,0,0,0,7.352,2.358
MT,MJS,63,A,7,129,96,0.6885,63A,T,0.084,0.008,0.005,0,0.05,0.129,0.016,0.005,0.211,0.866,0.051,0,0.317,0.153,0.022,0.004,0.015,0,0.02,0,0.004,15.451,0,0,12.987,1.313,0.002,0,0,31.713,14.3
MT,MS,160,C,7,130,113,0.9635,160C,T,0.032,0.007,0.008,0,0.041,0.048,0.011,0.004,0.075,0.252,0.013,0,0.14,0.03,0,0,0.007,0,0.004,0,0.005,3.617,0,0,6.714,0.414,0.032,0,0,11.452,7.128
MT,BF,123,A,7,131,356,0.7379,123A,C,0.07,0.013,0,0,0.029,0.127,0.019,0.007,0.15,0.533,0.043,0,0.783,0.017,0,0,0,0,0,0,0,2.389,0,0,0.013,4.632,0,0,0,8.826,4.645
MT,MS,159,C,7,132,31,0.748,159C,T,0.032,0.004,0,0,0.01,0.04,0.01,0.003,0.067,0.213,0.014,0.001,0.11,0.009,0,0,0,0,0,0,0,2.567,0,0,1.652,0.053,0,0,0,4.785,1.705
MT,BF,124,A,7,133,62,0.74,124A,C,0.103,0.012,0.012,0,0.068,0.134,0.022,0.008,0.173,0.595,0.053,0,0.926,0.019,0,0,0,0,0,0,0.096,1.368,0,0,0.01,6.254,0.031,0,0,9.884,6.264
